ID;ID_ORIGINAL;ID_EQUIPO;EQUIPO;MARCA;MODELO;SERIE;ACTIVO_FIJO;AREA;UBICACION;REGISTRO_SANITARIO;CLASIFICACION_RIESGO;ESTADO;PROPIETARIO_EQUIPO;ENCARGADO_MTTO_MP;PERIODICIDAD_MP
1457;1458;549;Termohigrometro;Kex Germany;SH-109;THR-00761;N.I;Banco de Sangre;Separacion de Componentes;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1458;1459;549;Termohigrometro;Kex Germany;SH-109;TH-1710;N692;Banco de Sangre;Puerta 1;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1459;1460;549;Termohigrometro;Kex Germany;SH-109;201503-1;N.I;Banco de Sangre;Puerta 2;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1460;1461;544;Termohigrometro;KTJ;TA318;TH-1820;N884;Banco de Sangre;Sala de Donacion;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1461;1462;539;Termohigrometro;KTJ;TA218;201310-4;N.I;Banco de Sangre;Inmunohematologia;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1462;1463;560;Termohigrometro;elitech;GSP-6;EFG216107314;N7526;Laboratorio;Almacen;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1463;1464;540;Termohigrometro;KTJ;TA218B;TH19005;N.A;Banco de Sangre;Valoracion Entrevista;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1464;1465;558;Termohigrometro;No especifica;ANALOGO;THRD010;N.I;Biomedico;Biomedico;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1465;1466;531;Termohigrometro;Brixco;PLUS;201211-1;V107821;Banco de Sangre;Area infecciosas;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1466;1467;549;Termohigrometro;Kex Germany;SH-109;2050;N.I;Banco de Sangre;Carro Campana;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1467;1468;541;Termohigrometro;KTJ;TA218D;TH089;N.A;Banco de Sangre;Aferesis;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1468;1469;544;Termohigrometro;KTJ;TA318;TH-1339;N.A;Banco de Sangre;No especifica;N.A;No Aplica;Mantenimiento;Cosmitet Ltda.;N/A;N/A
1469;1470;544;Termohigrometro;KTJ;TA318;20230008;N.A;Central de Gases;PLANTA DE AIRE MEDICINAL;N.A;No Aplica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1470;1471;544;Termohigrometro;KTJ;TA318;TM0908;N.A;Hospitalizacion;Trabajo limpio 4 piso;N.A;No Aplica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1471;1472;544;Termohigrometro;KTJ;TA318;N.I;N.I;Hospitalizacion;Carro de medicamentos 4 piso norte;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1472;1473;530;Termohigrometro;Brixco;Analogo;TC002;N.I;Central de Esterilizacion;Area de preparacion;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1473;1474;540;Termohigrometro;KTJ;TA218B;THCE001;N.I;Cirugia;sala 4;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1474;1475;544;Termohigrometro;KTJ;TA318;THC-00116;N.I;Central de Esterilizacion;Area de esterilizacion;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1475;1476;544;Termohigrometro;KTJ;TA318;250554;N.I;Cirugia;Recuperacion;N.A;No especifica;Mantenimiento;Cosmitet Ltda.;N/A;N/A
1476;1477;544;Termohigrometro;KTJ;TA318;CRG-TH02;N.I;Cirugia;Sala 1;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1477;1478;542;Termohigrometro;KTJ;TA316;THUCI201;N.A;UCI 1;ARCHIVO;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1478;1479;543;Termohigrometro;KTJ;TA317;TM0998;N.A;Insumos Altocosto;ARCHIVO;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1479;1480;544;Termohigrometro;KTJ;TA318;AR01;N.A;Archivo;ARCHIVO;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1480;1481;544;Termohigrometro;KTJ;TA318;AR02;N.I;Archivo;ARCHIVO;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1481;1482;544;Termohigrometro;KTJ;TA318;CRG-TH03;N.I;Cirugia;Sala 3;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1482;1483;544;Termohigrometro;KTJ;TA318;CRG-TH01;N.I;Cirugia;Sala 5;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1483;1484;544;Termohigrometro;KTJ;TA318;TM1022;N.A;Hospitalizacion;Cuarto de insumos 8vo;N.A;No Aplica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1484;1485;540;Termohigrometro;KTJ;TA218B;LCRD001;N.A;Laboratorio;Armario Insumos;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;N/A
1485;1486;540;Termohigrometro;KTJ;TA218B;GAS-TH001;N.A;Gastroscopia;Armario Insumos;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;N/A
1486;1487;544;Termohigrometro;KTJ;TA318;TM0815;N.A;Hemodinamia;Preparacion pacientes;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;N/A
1487;1488;544;Termohigrometro;KTJ;TA318;TM0864;N.A;Hemodinamia;Quirofano (Medicamentos);N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;N/A
1488;1489;544;Termohigrometro;KTJ;TA318;TM0904;N.A;Hemodinamia;Quirofano;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1489;1490;544;Termohigrometro;KTJ;TA318;2019;N.A;Hemodinamia;Preparacion pacientes;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;N/A
1490;1491;540;Termohigrometro;KTJ;TA218B;TH19003;N.A;Hemodinamia;Carro de paro;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;N/A
1491;1492;554;Termohigrometro;Kex Germany;sh-109;201502-5;N.I;Hospitalizacion;carro de paro #8;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1492;1493;548;Termohigrometro;KTJ;ta318;th2202;N.I;Hospitalizacion;Cuarto de medicamentos 8vo;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1493;1494;548;Termohigrometro;KTJ;ta318;th2204;N.I;Hospitalizacion;Carro de paro 4 piso;N.A;No especifica;BAJA;Cosmitet Ltda.;N/A;N/A
1494;1495;546;Termohigrometro;KTJ;Ta318;Th-00085;N.I;Hospitalizacion;Carro de paro #5;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1495;1496;547;Termohigrometro;KTJ;ta218b;th19008;N.I;Hospitalizacion;estacion de enfermeria #5 carronde medicamentos;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1496;1497;548;Termohigrometro;KTJ;ta318;th2205;N.I;Hospitalizacion;Carro de medicamentos #5;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1497;1498;554;Termohigrometro;Kex Germany;sh-109;201502-1;N.I;Hospitalizacion;Trabajo limpio #4;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1498;1499;554;Termohigrometro;Kex Germany;sh-109;201502-7;N.I;Hospitalizacion;Carro de paro #4;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1499;1500;554;Termohigrometro;Kex Germany;sh-109;201508-3;N.A;Hospitalizacion;estacion de enfermeria#4 N;N.A;No especifica;BAJA;Cosmitet Ltda.;N/A;N/A
1500;1501;548;Termohigrometro;KTJ;ta318;thr-0043;N.I;Hospitalizacion;Carro de medicamentos #5;N.A;No especifica;Mantenimiento;Cosmitet Ltda.;N/A;N/A
1501;1502;545;Termohigrometro;KTJ;Ta218b;IMG-TH001;N.A;Imagenes Diagnosticas;Resonancia;N.A;No Aplica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1502;1503;545;Termohigrometro;KTJ;Ta218b;IMG-TH002;N.I;Imagenes Diagnosticas;Tomografia;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1503;1504;549;Termohigrometro;Kex Germany;SH-109;201115-2;N.A;Laboratorio;Oficina jefe;N.A;No especifica;BAJA;Cosmitet Ltda.;N/A;N/A
1504;1505;549;Termohigrometro;Kex Germany;SH-109;260815-14;N.A;Laboratorio;Almacen;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1505;1506;549;Termohigrometro;Kex Germany;SH-109;201115-4;N.A;Laboratorio;Microbiologia;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1506;1507;549;Termohigrometro;Kex Germany;SH-109;THR-00854;N.A;Laboratorio;Regionales (Microelisa);N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1507;1508;544;Termohigrometro;KTJ;TA318;TH2309-03;N.I;Laboratorio;Hematologia-insumos;N.A;No especifica;Mantenimiento;No especifica;No especifica;No especifica
1508;1509;544;Termohigrometro;KTJ;TA318;TH2309-04;N.I;Urgencias;Cuarto pediatrico;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1509;1510;544;Termohigrometro;KTJ;TA318;TH2309-06;N.I;Urgencias;urgencias-insumos;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1510;1511;544;Termohigrometro;KTJ;TA318;TH2309-01;N.I;Laboratorio;Microbiologia-insumos;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1511;1512;544;Termohigrometro;KTJ;TA318;TH2309-05;N.I;Laboratorio;QX-insumos;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1512;1513;537;Termohigrometro;KTJ;TA 318;TH 2309-02;N.A;Laboratorio;Microbiologia;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1513;1514;537;Termohigrometro;KTJ;TA 318;TH 2309-04;N.A;Laboratorio;Almacen;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1514;1515;544;Termohigrometro;KTJ;TA318;TH 2309-03;N.A;Laboratorio;Urgencias Microscopia;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1515;1516;537;Termohigrometro;KTJ;TA 318;THC-00119;N.I;Hospitalizacion;hospitalizacion;N.A;No Aplica;DISPONIBLE;No especifica;No especifica;No especifica
1516;1517;537;Termohigrometro;KTJ;TA 318;TH 2309-06;N.A;Laboratorio;Hematologia - Coagulacion;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1517;1518;537;Termohigrometro;KTJ;TA 318;TH 2309-05;N.A;Laboratorio;Quimica;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1518;1519;537;Termohigrometro;KTJ;TA 318;TM1044;N.I;Laboratorio;Toma de Muestras IPS Tequendama;N.A;No Aplica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1519;1520;537;Termohigrometro;KTJ;TA 318;20230041;N.A;Laboratorio;Toma de Muestras IPS Tequendama;N.A;No Aplica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1520;1521;537;Termohigrometro;KTJ;TA 318;TH2309-02;N.A;Laboratorio;Microbiologia-insumos;N.A;No Aplica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1521;1522;537;Termohigrometro;KTJ;TA 318;20230043;N.A;Central de Gases;MANIFOULD;N.A;No Aplica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1522;1523;540;Termohigrometro;KTJ;TA218B;TH19001;N.A;Laboratorio;Toma de Muestras;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1523;1524;540;Termohigrometro;KTJ;TA218B;TH19002;N.A;Laboratorio;Toma de Muestras;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1524;1525;541;Termohigrometro;KTJ;TA218D;USC-001;N.A;Laboratorio;Laboratorio;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1525;1526;544;Termohigrometro;KTJ;TA318;Onc-T001;N.A;Oncologia;Area medicamentos;N.A;No Aplica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1526;1527;553;Termohigrometro;Kex Germany;TH109;Onc-T002;V115871;Oncologia;Area medicamentos;N.A;No Aplica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1527;1528;551;Termohigrometro;Kex Germany;SH109;TP001;N.I;Biomedico;Biomedico Metrologia;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1528;1529;551;Termohigrometro;Kex Germany;SH109;PAR-TH02;N.I;Partos;Observacion Partos;N.A;No especifica;Mantenimiento;Cosmitet Ltda.;N/A;N/A
1529;1530;544;Termohigrometro;KTJ;TA318;TH2309-07;N.I;UCI 1;CUARTO DE INSUMOS;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1530;1531;551;Termohigrometro;Kex Germany;SH109;TH-022;N1048;Biomedico;Biomedico Metrologia;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1531;1532;532;Termohigrometro;Generico;309;KEX-S2017;N.I;Biomedico;Biomedico Metrologia;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1532;1533;554;Termohigrometro;Kex Germany;sh-109;kex-s2016-10-01t;N.I;Rehabilitacion Cardiaca;carro de paro;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1533;1534;549;Termohigrometro;Kex Germany;SH-109;UCI2-TH002;N.I;UCI 2;Carro de paro;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1534;1535;550;Termohigrometro;Kex Germany;SH-110;THR0025;N.I;UCI 2;Carro de medicamentos;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1535;1536;540;Termohigrometro;KTJ;TA218B;TH19004;N.I;Biomedico;Biomedico Metrologia;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1536;1537;544;Termohigrometro;KTJ;TA318;N.I;N.I;UCI 2;Cuarto limpio;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1537;1538;549;Termohigrometro;Kex Germany;SH-109;TH003;N.I;Biomedico;Biomedico Metrologia;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1538;1539;544;Termohigrometro;KTJ;TA318;TM0319;N.I;UCIN;CARRO DE PARO;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1539;1540;556;Termohigrometro;Kex Germany;sh109;201505;N.I;Biomedico;Biomedico metrologia;N.A;No Aplica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1540;1541;554;Termohigrometro;Kex Germany;sh-109;201502-4;N.I;Biomedico;Biomedico Metrologia;N.A;No Aplica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1541;1542;554;Termohigrometro;Kex Germany;sh-109;20150429-3;N.I;Biomedico;Mantenimiento biomedico;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1542;1543;548;Termohigrometro;KTJ;ta318;th2309-08;N.I;UCIN;Carro de medicamentos;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1543;1544;536;Termohigrometro;KTJ;TA 218D;20190429;N.I;UCI 1;Carro de medicamentos;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1544;1545;549;Termohigrometro;Kex Germany;SH-109;1856;N.I;UCIN;Trabajo limpio;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1545;1546;549;Termohigrometro;Kex Germany;SH-109;THR-020;N.I;UCIN;Trabajo limpio;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1546;1547;557;Termohigrometro;MEDICAL TECHPRO;HTC-2;THU2102;N.A;UCIN;NEVERA DE MEDICAMENTOS;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1547;1548;549;Termohigrometro;Kex Germany;SH-109;TH006;N.I;UCI 1;NEVERA DE MEDICAMENTOS;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1548;1549;549;Termohigrometro;Kex Germany;SH-109;TH005;N.I;UCI 1;CARRO DE MEDICAMENTOS 1;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;N/A
1549;1550;559;Termohigrometro;No especifica;N.I.;N.I.;N.I;UCI 1;CARRO DE MEDICAMENTOS 2;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1550;1551;549;Termohigrometro;Kex Germany;SH-109;1855;N.I;UCI 1;Carro de paro;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;N/A
1551;1552;544;Termohigrometro;KTJ;TA318;1786;N.I;Unidad Renal;Deposito de Insumos;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1552;1553;533;Termohigrometro;Generico;DC103;20230259;N.A;Urgencias;CURACIONES;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1553;1554;533;Termohigrometro;Generico;DC103;20230255;N.A;Imagenes Diagnosticas;Imagenes;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1554;1555;534;Termohigrometro;Generico;DC104;TM1011;N.A;Biomedico;Imagenes;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1555;1556;533;Termohigrometro;Generico;DC103;20230288;N.A;Imagenes Diagnosticas;Imagenes;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1556;1557;533;Termohigrometro;Generico;DC103;20230274;N.I;UCI 1;UCI 1;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1557;1558;533;Termohigrometro;Generico;DC103;20230264;N.I;UCI 2;UCI 2;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1558;1559;533;Termohigrometro;Generico;DC103;20230228;N.A;UCI 1;UCI 1;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1559;1560;544;Termohigrometro;KTJ;TA318;152509-2;N.A;Oncologia;Sala de quimioterapia;N.A;No Aplica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1560;1561;552;Termohigrometro;Kex Germany;Sh-109;THE-00112;N.A;Unidad Renal;Sala de hemodialisis;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1561;1562;544;Termohigrometro;KTJ;TA318;TM1012;N.I;Central de Esterilizacion;Area de lavado;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1562;1563;535;Termohigrometro;KTJ;TA 218B;THCMB01;N.A;Laboratorio;Toma de Muestras Bosque;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1563;1564;537;Termohigrometro;KTJ;TA 318;TH2211-01;N.A;Laboratorio;Toma de Muestras Ferrocarriles;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1564;1565;537;Termohigrometro;KTJ;TA 318;TM0980;N.A;Laboratorio;Toma de Muestras Ferrocarriles;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;No especifica;N/A
1565;1566;549;Termohigrometro;Kex Germany;SH-109;6042352;N.A;Urgencias;Reanimacion;N.A;No Aplica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1566;1567;544;Termohigrometro;KTJ;TA318;TH2309-11;N.I;Cirugia;Stock Cirugia;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1567;1568;544;Termohigrometro;KTJ;TA318;TH2309-14;N.I;Cirugia;Stock Cirugia;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1568;1569;544;Termohigrometro;KTJ;TA318;TH2309-13;N.I;Cirugia;SALA 6;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1569;1570;544;Termohigrometro;KTJ;TA318;TH2309-09;N.I;Cirugia;Stock Cirugia;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1570;1571;544;Termohigrometro;KTJ;TA318;TH2309-15;N.I;Cirugia;Stock Cirugia;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1571;1572;544;Termohigrometro;KTJ;TA318;TH2203;N.I;Hospitalizacion;Carro de paro 5 piso norte;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1572;1573;544;Termohigrometro;KTJ;TA318;TM1021;N.A;Hospitalizacion;No especifica;N.A;No Aplica;Mantenimiento;Cosmitet Ltda.;N/A;N/A
1573;1574;538;Termohigrometro;KTJ;TA-318;TH2309-12;N.I;Cirugia;Recuperacion;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1574;1575;549;Termohigrometro;Kex Germany;SH-109;THUR-001;N.A;Urgencias;Sala de procedimientos;N.A;No Aplica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1575;1576;549;Termohigrometro;Kex Germany;SH-109;URG-001;N.A;Urgencias;Bodega coordinacion;N.A;No Aplica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1576;1577;544;Termohigrometro;KTJ;TA318;TH2309-10;N.A;Urgencias;Observacion (trabajo limpio);N.A;No Aplica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1577;1578;549;Termohigrometro;Kex Germany;SH-109;N.I;N.I;Urgencias;Observacion (Almacenamiento de insumos);N.A;No Aplica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1578;1579;551;Termohigrometro;Kex Germany;SH109;TP002;N.A;Imagenes Diagnosticas;Carro de paro;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1579;1580;544;Termohigrometro;KTJ;TA318;No especifica;N.I;Unidad Renal;Oficina Jefe;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1580;1581;538;Termohigrometro;KTJ;TA-318;TM-1021;N.I;Cirugia;Carro de paro salas cirugia;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1581;1582;538;Termohigrometro;KTJ;TA-318;TM-1040;N.I;Cirugia;Sala 2;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1582;1583;541;Termohigrometro;KTJ;TA218D;KTJ-N2015-10-01T;NI;Banco de Sangre;Bodega coordinacion;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1583;1584;544;Termohigrometro;KTJ;TA318;TH2201;N.A;Hospitalizacion;Nrvera 8vo piso;N.A;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1584;1585;561;Termometro Analogo;ARTHERMO;Analogo;TE008;N.I;Laboratorio;Nevera challenger;No especifica;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1585;1586;579;Termometro con Sonda;VICI;TM803;BIO-E24499;N.A;Oncologia;---;No especifica;No Aplica;DISPONIBLE;No especifica;No especifica;No especifica
1586;1587;578;Termometro con Sonda;Kex Germany;RT-803E;ONC-T003;N.I;Oncologia;Area medicamentos;No especifica;No Aplica;DISPONIBLE;Cosmitet Ltda.;No especifica;No especifica
1587;1588;580;Termometro de piel;Alfa Safe;TRDR004;EX09221;N.I;Banco de Sangre;Valoracion Entrevista;No especifica;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1588;1589;572;Termometro Digital;No especifica;No especifica;THR-011316;N.I;UCI 1;No especifica;No especifica;No Aplica;Mantenimiento;Cosmitet Ltda.;N/A;N/A
1589;1590;568;Termometro Digital;Kex Germany;RT-803E;2129;N.I;UCI 1;CUARTO DE EQUIPOS;No especifica;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1590;1591;568;Termometro Digital;Kex Germany;RT-803E;TM002;N.I;UCI 2;Trabajo limpio;No especifica;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1591;1592;573;Termometro Digital;No especifica;RT-803E;2121;N.I;Gastroscopia;Sala de procedimientos;No especifica;No especifica;BAJA;Cosmitet Ltda.;Cosmitet Ltda.;N/A
1592;1593;563;Termometro Digital;Brixco;NI;8767;N.A;Hemodinamia;Nevera de medicamentos;No especifica;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;N/A
1593;1594;563;Termometro Digital;Brixco;NI;tmh001;N.A;Hemodinamia;Nevera de medicamentos;No especifica;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1594;1595;567;Termometro Digital;Generico;n.i;thr-011314;N.I;Hospitalizacion;Trabajo limpio #7;No especifica;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1595;1596;562;Termometro Digital;ANSENY;TPM-10;THR-011313;N.I;UCI 1;Cuarto de equipos;No especifica;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1596;1597;570;Termometro Digital;No especifica;DIGITAL;TMB001;N.I;Biomedico;BIOMEDICO;No especifica;No especifica;DISPONIBLE;Cosmitet Ltda.;No especifica;No especifica
1597;1598;565;Termometro Digital;FRIDGE FREZER;DIGITAL;T1175;N.I;Laboratorio;Nevera challenger;No especifica;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1598;1599;568;Termometro Digital;Kex Germany;RT-803E;TE001;N.I;Laboratorio;Nevera samsung;No especifica;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1599;1600;568;Termometro Digital;Kex Germany;RT-803E;TE002;N.I;Laboratorio;Regionales (Microelisa);No especifica;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1600;1601;568;Termometro Digital;Kex Germany;RT-803E;TE006;N.I;Laboratorio;Nevera Haceb;No especifica;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1601;1602;568;Termometro Digital;Kex Germany;RT-803E;0301TN-01LB;N.I;Laboratorio;Almacen;No especifica;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1602;1603;569;Termometro Digital;No especifica;803;No especifica;N.I;Partos;Observacion Partos;No especifica;No especifica;Mantenimiento;Cosmitet Ltda.;N/A;N/A
1603;1604;562;Termometro Digital;ANSENY;TPM-10;THR-011317;N.I;UCI 2;Trabajo limpio;No especifica;CLASE IIA;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1604;1605;562;Termometro Digital;ANSENY;TPM-10;THR-011315;N.I;UCIN;UCIN;No especifica;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1605;1606;573;Termometro Digital;No especifica;RT-803E;N.I;N.I;UCIN;UCIN;No especifica;No especifica;DISPONIBLE;Cosmitet Ltda.;N/A;N/A
1606;1607;566;Termometro Digital;Generico;Digital;CRG-TH-002;N.I;Cirugia;Recuperacion;No especifica;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;N/A
1607;1608;566;Termometro Digital;Generico;Digital;CRG-TH-001;N.I;Cirugia;Recuperacion;No especifica;No especifica;DISPONIBLE;Cosmitet Ltda.;Cosmitet Ltda.;N/A
